,API Name,API Url,API Cat,API Desc
1416, Apertium,https://www.programmableweb.com/api/apertium, Tools," Apertium is a free/open-source machine translation platform. Aperitum offers a web-based RESTful API, with an available JavaScript library for JavaScript applications, and a XML-RPC API for desktop..."
1417, TweetSentiments,https://www.programmableweb.com/api/tweetsentiments, Tools," TweetSentiments performs semantic analysis of tweets using a Support Vector Machines algorithm. Doing so, it is able to determine whether tweets are positive, negative or neutral in sentiment. This..."
1418, Psydex AG,https://www.programmableweb.com/api/psydex-ag, Tools," Psydex is a real-time search, data mining and predictive analytics service. The Psydex AG API allows developers to use the functionality of the Psydex Analytics Grid (AG) in their own applications...."
1419, Munin Exchange,https://www.programmableweb.com/api/munin-exchange, Tools, Munin is an installable networked resource monitoring tool. Munin Exchange is a plugin repository for Munin. The Munin Exchange REST API allows developers to access data about the plugins stored in...
1420, It's Learning,https://www.programmableweb.com/api/its-learning, Education," The service enhances the provider's online learning and training platform by allowing creation of content combining text, images, audio, and video. It also allows creation of tests and quizzes,..."
1421, IP Address,https://www.programmableweb.com/api/ip-address, Tools," The IP address location API is a tool that lets users lookup unlimited IP addresses in realtime from their website, blog or administration tool. The service detects and traces the IP address of a web..."
1422, MapDust,https://www.programmableweb.com/api/mapdust, Tools," Based on the OpenStreetMap project data, MapDust helps identify bugs in the user-contributed data. Applications can build MapDust into their maps so that users can see areas that need fixing, or add..."
1423, Saplo Text Analysis,https://www.programmableweb.com/api/saplo-text-analysis, Tools, From website: Saplo is a Swedish company based on high profile academic research on semantic technologies. Saplo develops methods and technologies for automatic text analysis that mimic how humans...
1424, AddressingHistory,https://www.programmableweb.com/api/addressinghistory, Tools," AddressingHistory is a searchable, historical database of the people of Edinburgh, Scotland. It provides access to the data within digitized historical Scottish Post Office Directories. The..."
1425, Nimbula,https://www.programmableweb.com/api/nimbula, Tools, Nimbula has developed an automated cloud management system delivering Amazon EC2-like services behind the firewall. Their Nimbula Cloud OS also comes with an API to manage on- and off-site cloud...
1426, Preona Readability,https://www.programmableweb.com/api/preona-readability, Tools," This experimental API takes any URL and returns a plain HTML version of the page's main content. Ads, navigation and other cruft is removed, letting readers focus on the content. With the API users..."
1427, Tiny-URL Open,https://www.programmableweb.com/api/tiny-url-open, Tools," The Tiny-URL Open API is a service that allows users to shorten URLs. Rather than provide a single URL shortener, Tiny-URL connects to over 80 other services. The API uses RESTful protocol and..."
1428, Jude's Convert HTML Page to PDF and Image,https://www.programmableweb.com/api/judes-convert-html-page-to-pdf-and-image, Office, Jude's Convert html page to pdf and image API allows users to input the URL of an html page and convert it to either a pdf or image file. The API uses RESTful protocol and responses are formatted in...
1429, Trackur,https://www.programmableweb.com/api/trackur, Social," Trackur is a social media monitoring tool for individuals up through large companies and agencies. Create searches for the terms that you want to track, such as your brand names and industry terms...."
1430, Complexity Intelligence Spell Checker,https://www.programmableweb.com/api/complexity-intelligence-spell-checker, Reference, Complexity Intelligence Spell Checking API analyzes a word or sentence depending on the service requested by the user. The user can have the API find single or multiple words that are candidates as...
1431, Complexity Intelligence Markup Cleaner,https://www.programmableweb.com/api/complexity-intelligence-markup-cleaner, Tools, Complexity Intelligence Markup Cleaner API looks for HTML errors on a web page and returns the cleaned text as a whole. Complexity Intelligence is a start-up that focuses on Artificial Intelligence...
1432, Complexity Intelligence Part Of Speech Tagging,https://www.programmableweb.com/api/complexity-intelligence-part-speech-tagging, Tools," The Complexity Intelligence Part Of Speech Tagging API looks at a sentence, or a set of sentences, analyzes them and marks up each word in a text with an identifier of a semantic class (part of..."
1433, ioBridge,https://www.programmableweb.com/api/iobridge, Tools," The ioBridge Data Feed API allows users to connect sensors to web services, receive alerts, and data log the results. Additional functionality enables control of devices via web services and make..."
1434, LittleShoot Labs MIME,https://www.programmableweb.com/api/littleshoot-labs-mime, Tools," The REST MIME API allows users to get the MIME type for a file name, returning responses as JSON or JSONP. It is a lightweight API with the specific use being when a user needs to dynamically..."
